ref_chrom	ref_start	ref_end	ref_contig	ref_length	mapped_chrom	mapped_start	mapped_end	mapped_length	is_mapped	is_mapped_correctly	is_correct_orientation	is_correct_order	mapping_quality
chr1	222948868	222970132	chr1_1523	21264	chr1	222948868	222970132	21264	True	True	True	True	60
chr1	222970132	222984800	chr1_1524	14668	chr1	222970132	222984800	14668	True	True	True	True	60
chr1	222984800	222997275	chr1_1525	12475	chr1	222984800	222997275	12475	True	True	True	True	60
chr1	222997275	223015158	chr1_1526	17883	chr1	222997275	223015158	17883	True	True	True	True	60
chr1	223015158	223038823	chr1_1527	23665	chr1	223015158	223038823	23665	True	True	True	True	60
chr1	223038823	223051890	chr1_1528	13067	chr1	223038823	223051890	13067	True	True	True	True	60
chr1	223051890	223075277	chr1_1529	23387	chr1	223051890	223075277	23387	True	True	True	True	60
chr1	223075277	223088400	chr1_1530	13123	chr1	223075277	223088400	13123	True	True	True	True	60
chr1	223088400	223102824	chr1_1531	14424	chr1	223088400	223102824	14424	True	True	True	True	60
chr1	223102824	223119037	chr1_1532	16213	chr1	223102824	223119037	16213	True	True	True	True	60
chr1	223119037	223132663	chr1_1533	13626	chr1	223119037	223132663	13626	True	True	True	True	60
chr1	223132663	223175973	chr1_1534	43310	chr1	223132663	223175973	43310	True	True	True	True	60
chr1	223175973	248387328	chr1_1535	25211355	chr1	223175973	248387328	25211355	True	True	True	True	60
chr2	0	15565	chr2_0	15565	chr2	0	15565	15565	True	True	True	True	60
chr2	15565	30438	chr2_1	14873	chr2	15565	30438	14873	True	True	True	True	60
chr2	30438	15563266	chr2_2	15532828	chr2	30438	15563266	15532828	True	True	True	True	60
chr2	15563266	15573070	chr2_3	9804	chr2	15563266	15573070	9804	True	True	True	True	60
chr2	15573070	15590612	chr2_4	17542	chr2	15573070	15590612	17542	True	True	True	True	60
chr2	15590612	15605119	chr2_5	14507	chr2	15590612	15605119	14507	True	True	True	True	60
chr2	15605119	15652236	chr2_6	47117	chr2	15605119	15652236	47117	True	True	True	True	60
chr2	15652236	15665571	chr2_7	13335	chr2	15652236	15665571	13335	True	True	True	True	60
chr2	15665571	15682581	chr2_8	17010	chr2	15665571	15682581	17010	True	True	True	True	60
chr2	15682581	15696750	chr2_9	14169	chr2	15682581	15696750	14169	True	True	True	True	60
chr2	15696750	15712493	chr2_10	15743	chr2	15696750	15712493	15743	True	True	True	True	60
chr2	15712493	15731869	chr2_11	19376	chr2	15712493	15731869	19376	True	True	True	True	60
chr2	15731869	15791905	chr2_12	60036	chr2	15731869	15791905	60036	True	True	True	True	60
chr2	15791905	15803302	chr2_13	11397	chr2	15791905	15803302	11397	True	True	True	True	60
chr2	15803302	15816547	chr2_14	13245	chr2	15803302	15816547	13245	True	True	True	True	60
chr2	15816547	15832685	chr2_15	16138	chr2	15816547	15832685	16138	True	True	True	True	60
chr2	15832685	15853496	chr2_16	20811	chr2	15832685	15853496	20811	True	True	True	True	60
chr2	15853496	15890266	chr2_17	36770	chr2	15853496	15890266	36770	True	True	True	True	60
chr2	15890266	15901383	chr2_18	11117	chr2	15890266	15901383	11117	True	True	True	True	60
chr2	15901383	15936727	chr2_19	35344	chr2	15901383	15936727	35344	True	True	True	True	60
chr2	15936727	15948009	chr2_20	11282	chr2	15936727	15948009	11282	True	True	True	True	60
chr2	15948009	16007541	chr2_21	59532	chr2	15948009	16007541	59532	True	True	True	True	60
chr2	16007541	16060912	chr2_22	53371	chr2	16007541	16060912	53371	True	True	True	True	60
chr2	16060912	16498757	chr2_23	437845	chr2	16060912	16498757	437845	True	True	True	True	60
chr2	16498757	19366253	chr2_24	2867496	chr2	16498757	19366253	2867496	True	True	True	True	60
chr2	19366253	19378360	chr2_25	12107	chr2	19366253	19378360	12107	True	True	True	True	60
chr2	19378360	19393778	chr2_26	15418	chr2	19378360	19393778	15418	True	True	True	True	60
chr2	19393778	19415180	chr2_27	21402	chr2	19393778	19415180	21402	True	True	True	True	60
chr2	19415180	19434192	chr2_28	19012	chr2	19415180	19434192	19012	True	True	True	True	60
chr2	19434192	24021857	chr2_29	4587665	chr2	19434192	24021857	4587665	True	True	True	True	60
chr2	24021857	24040475	chr2_30	18618	chr2	24021857	24040475	18618	True	True	True	True	60
chr2	24040475	24051282	chr2_31	10807	chr2	24040475	24051282	10807	True	True	True	True	60
chr2	24051282	24074246	chr2_32	22964	chr2	24051282	24074246	22964	True	True	True	True	60
chr2	24074246	24085558	chr2_33	11312	chr2	24074246	24085558	11312	True	True	True	True	60
chr2	24085558	24102668	chr2_34	17110	chr2	24085558	24102668	17110	True	True	True	True	60
chr2	24102668	24113433	chr2_35	10765	chr2	24102668	24113433	10765	True	True	True	True	60
chr2	24113433	24221154	chr2_36	107721	chr2	24113433	24221154	107721	True	True	True	True	60
chr2	24221154	24246325	chr2_37	25171	chr2	24221154	24246325	25171	True	True	True	True	60
chr2	24246325	25060493	chr2_38	814168	chr2	24246325	25060493	814168	True	True	True	True	60
chr2	25060493	25077551	chr2_39	17058	chr2	25060493	25077551	17058	True	True	True	True	60
chr2	25077551	25098503	chr2_40	20952	chr2	25077551	25098503	20952	True	True	True	True	60
chr2	25098503	25131322	chr2_41	32819	chr2	25098503	25131322	32819	True	True	True	True	60
chr2	25131322	25151631	chr2_42	20309	chr2	25131322	25151631	20309	True	True	True	True	60
chr2	25151631	25164535	chr2_43	12904	chr2	25151631	25164535	12904	True	True	True	True	60
chr2	25164535	25180129	chr2_44	15594	chr2	25164535	25180129	15594	True	True	True	True	60
chr2	25180129	25193544	chr2_45	13415	chr2	25180129	25193544	13415	True	True	True	True	60
chr2	25193544	25209772	chr2_46	16228	chr2	25193544	25209772	16228	True	True	True	True	60
chr2	25209772	25224133	chr2_47	14361	chr2	25209772	25224133	14361	True	True	True	True	60
chr2	25224133	25235264	chr2_48	11131	chr2	25224133	25235264	11131	True	True	True	True	60
chr2	25235264	25255749	chr2_49	20485	chr2	25235264	25255749	20485	True	True	True	True	60
chr2	25255749	25268038	chr2_50	12289	chr2	25255749	25268038	12289	True	True	True	True	60
chr2	25268038	25748140	chr2_51	480102	chr2	25268038	25748140	480102	True	True	True	True	60
chr2	25748140	25759567	chr2_52	11427	chr2	25748140	25759567	11427	True	True	True	True	60
chr2	25759567	25792545	chr2_53	32978	chr2	25759567	25792545	32978	True	True	True	True	60
chr2	25792545	25803706	chr2_54	11161	chr2	25792545	25803706	11161	True	True	True	True	60
chr2	25803706	25822457	chr2_55	18751	chr2	25803706	25822457	18751	True	True	True	True	60
chr2	25822457	25847716	chr2_56	25259	chr2	25822457	25847716	25259	True	True	True	True	60
chr2	25847716	25861707	chr2_57	13991	chr2	25847716	25861707	13991	True	True	True	True	60
chr2	25861707	25872474	chr2_58	10767	chr2	25861707	25872474	10767	True	True	True	True	60
chr2	25872474	25886206	chr2_59	13732	chr2	25872474	25886206	13732	True	True	True	True	60
chr2	25886206	25901837	chr2_60	15631	chr2	25886206	25901837	15631	True	True	True	True	60
chr2	25901837	25916616	chr2_61	14779	chr2	25901837	25916616	14779	True	True	True	True	60
chr2	25916616	25944984	chr2_62	28368	chr2	25916616	25944984	28368	True	True	True	True	60
chr2	25944984	25960918	chr2_63	15934	chr2	25944984	25960918	15934	True	True	True	True	60
chr2	25960918	25977056	chr2_64	16138	chr2	25960918	25977056	16138	True	True	True	True	60
chr2	25977056	31585558	chr2_65	5608502	chr2	25977056	31585558	5608502	True	True	True	True	60
chr2	31585558	31599739	chr2_66	14181	chr2	31585558	31599739	14181	True	True	True	True	60
chr2	31599739	31612182	chr2_67	12443	chr2	31599739	31612182	12443	True	True	True	True	60
chr2	31612182	31627854	chr2_68	15672	chr2	31612182	31627854	15672	True	True	True	True	60
chr2	31627854	31645262	chr2_69	17408	chr2	31627854	31645262	17408	True	True	True	True	60
chr2	31645262	31659123	chr2_70	13861	chr2	31645262	31659123	13861	True	True	True	True	60
chr2	31659123	31703219	chr2_71	44096	chr2	31659123	31703219	44096	True	True	True	True	60
chr2	31703219	31712927	chr2_72	9708	chr2	31703219	31712927	9708	True	True	True	True	60
chr2	31712927	31724727	chr2_73	11800	chr2	31712927	31724727	11800	True	True	True	True	60
chr2	31724727	31739109	chr2_74	14382	chr2	31724727	31739109	14382	True	True	True	True	60
chr2	31739109	31763742	chr2_75	24633	chr2	31739109	31763742	24633	True	True	True	True	60
chr2	31763742	31775785	chr2_76	12043	chr2	31763742	31775785	12043	True	True	True	True	60
chr2	31775785	31794217	chr2_77	18432	chr2	31775785	31794217	18432	True	True	True	True	60
chr2	31794217	31820984	chr2_78	26767	chr2	31794217	31820984	26767	True	True	True	True	60
chr2	31820984	31834038	chr2_79	13054	chr2	31820984	31834038	13054	True	True	True	True	60
chr2	31834038	31844808	chr2_80	10770	chr2	31834038	31844808	10770	True	True	True	True	60
chr2	31844808	31859793	chr2_81	14985	chr2	31844808	31859793	14985	True	True	True	True	60
chr2	31859793	31872208	chr2_82	12415	chr2	31859793	31872208	12415	True	True	True	True	60
chr2	31872208	31901901	chr2_83	29693	chr2	31872208	31901901	29693	True	True	True	True	60
chr2	31901901	31914357	chr2_84	12456	chr2	31901901	31914357	12456	True	True	True	True	60
chr2	31914357	31930196	chr2_85	15839	chr2	31914357	31930196	15839	True	True	True	True	60
chr2	31930196	31945354	chr2_86	15158	chr2	31930196	31945354	15158	True	True	True	True	60
chr2	31945354	31957996	chr2_87	12642	chr2	31945354	31957996	12642	True	True	True	True	60
chr2	31957996	31970879	chr2_88	12883	chr2	31957996	31970879	12883	True	True	True	True	60
chr2	31970879	31989908	chr2_89	19029	chr2	31970879	31989908	19029	True	True	True	True	60
chr2	31989908	32025084	chr2_90	35176	chr2	31989908	32025084	35176	True	True	True	True	60
chr2	32025084	32037337	chr2_91	12253	chr2	32025084	32037337	12253	True	True	True	True	60
chr2	32037337	32051327	chr2_92	13990	chr2	32037337	32051327	13990	True	True	True	True	60
chr2	32051327	45871703	chr2_93	13820376	chr2	32051327	45871703	13820376	True	True	True	True	60
chr2	45871703	45892256	chr2_94	20553	chr2	45871703	45892256	20553	True	True	True	True	60
chr2	45892256	45905510	chr2_95	13254	chr2	45892256	45905510	13254	True	True	True	True	60
chr2	45905510	45920461	chr2_96	14951	chr2	45905510	45920461	14951	True	True	True	True	60
chr2	45920461	45936210	chr2_97	15749	chr2	45920461	45936210	15749	True	True	True	True	60
chr2	45936210	45963249	chr2_98	27039	chr2	45936210	45963249	27039	True	True	True	True	60
chr2	45963249	45983264	chr2_99	20015	chr2	45963249	45983264	20015	True	True	True	True	60
chr2	45983264	46007023	chr2_100	23759	chr2	45983264	46007023	23759	True	True	True	True	60
chr2	46007023	46027107	chr2_101	20084	chr2	46007023	46027107	20084	True	True	True	True	60
chr2	46027107	46041482	chr2_102	14375	chr2	46027107	46041482	14375	True	True	True	True	60
chr2	46041482	46056662	chr2_103	15180	chr2	46041482	46056662	15180	True	True	True	True	60
chr2	46056662	46066825	chr2_104	10163	chr2	46056662	46066825	10163	True	True	True	True	60
chr2	46066825	46078256	chr2_105	11431	chr2	46066825	46078256	11431	True	True	True	True	60
chr2	46078256	46091706	chr2_106	13450	chr2	46078256	46091706	13450	True	True	True	True	60
chr2	46091706	46340430	chr2_107	248724	chr2	46091706	46340430	248724	True	True	True	True	60
chr2	46340430	46358260	chr2_108	17830	chr2	46340430	46358260	17830	True	True	True	True	60
chr2	46358260	46376397	chr2_109	18137	chr2	46358260	46376397	18137	True	True	True	True	60
chr2	46376397	46394193	chr2_110	17796	chr2	46376397	46394193	17796	True	True	True	True	60
chr2	46394193	46407036	chr2_111	12843	chr2	46394193	46407036	12843	True	True	True	True	60
chr2	46407036	46421260	chr2_112	14224	chr2	46407036	46421260	14224	True	True	True	True	60
chr2	46421260	46434536	chr2_113	13276	chr2	46421260	46434536	13276	True	True	True	True	60
chr2	46434536	46455701	chr2_114	21165	chr2	46434536	46455701	21165	True	True	True	True	60
chr2	46455701	46483004	chr2_115	27303	chr2	46455701	46483004	27303	True	True	True	True	60
chr2	46483004	46497804	chr2_116	14800	chr2	46483004	46497804	14800	True	True	True	True	60
chr2	46497804	46521502	chr2_117	23698	chr2	46497804	46521502	23698	True	True	True	True	60
chr2	46521502	46532612	chr2_118	11110	chr2	46521502	46532612	11110	True	True	True	True	60
chr2	46532612	46546511	chr2_119	13899	chr2	46532612	46546511	13899	True	True	True	True	60
chr2	46546511	46563668	chr2_120	17157	chr2	46546511	46563668	17157	True	True	True	True	60
chr2	46563668	46613593	chr2_121	49925	chr2	46563668	46613593	49925	True	True	True	True	60
chr2	46613593	46627440	chr2_122	13847	chr2	46613593	46627440	13847	True	True	True	True	60
chr2	46627440	46652157	chr2_123	24717	chr2	46627440	46652157	24717	True	True	True	True	60
chr2	46652157	46679879	chr2_124	27722	chr2	46652157	46679879	27722	True	True	True	True	60
chr2	46679879	46704852	chr2_125	24973	chr2	46679879	46704852	24973	True	True	True	True	60
chr2	46704852	46719339	chr2_126	14487	chr2	46704852	46719339	14487	True	True	True	True	60
chr2	46719339	46750362	chr2_127	31023	chr2	46719339	46750362	31023	True	True	True	True	60
chr2	46750362	46767313	chr2_128	16951	chr2	46750362	46767313	16951	True	True	True	True	60
chr2	46767313	46786496	chr2_129	19183	chr2	46767313	46786496	19183	True	True	True	True	60
chr2	46786496	46801376	chr2_130	14880	chr2	46786496	46801376	14880	True	True	True	True	60
chr2	46801376	46816801	chr2_131	15425	chr2	46801376	46816801	15425	True	True	True	True	60
chr2	46816801	46833094	chr2_132	16293	chr2	46816801	46833094	16293	True	True	True	True	60
chr2	46833094	46868978	chr2_133	35884	chr2	46833094	46868978	35884	True	True	True	True	60
chr2	46868978	46883181	chr2_134	14203	chr2	46868978	46883181	14203	True	True	True	True	60
chr2	46883181	46903104	chr2_135	19923	chr2	46883181	46903104	19923	True	True	True	True	60
chr2	46903104	46920517	chr2_136	17413	chr2	46903104	46920517	17413	True	True	True	True	60
chr2	46920517	51004508	chr2_137	4083991	chr2	46920517	51004508	4083991	True	True	True	True	60
chr2	51004508	51029097	chr2_138	24589	chr2	51004508	51029097	24589	True	True	True	True	60
chr2	51029097	51045953	chr2_139	16856	chr2	51029097	51045953	16856	True	True	True	True	60
chr2	51045953	51056704	chr2_140	10751	chr2	51045953	51056704	10751	True	True	True	True	60
chr2	51056704	51156250	chr2_141	99546	chr2	51056704	51156250	99546	True	True	True	True	60
chr2	51156250	51185911	chr2_142	29661	chr2	51156250	51185911	29661	True	True	True	True	60
chr2	51185911	51312568	chr2_143	126657	chr2	51185911	51312568	126657	True	True	True	True	60
chr2	51312568	51326718	chr2_144	14150	chr2	51312568	51326718	14150	True	True	True	True	60
chr2	51326718	51337632	chr2_145	10914	chr2	51326718	51337632	10914	True	True	True	True	60
chr2	51337632	51372685	chr2_146	35053	chr2	51337632	51372685	35053	True	True	True	True	60
chr2	51372685	51394112	chr2_147	21427	chr2	51372685	51394112	21427	True	True	True	True	60
chr2	51394112	51432324	chr2_148	38212	chr2	51394112	51432324	38212	True	True	True	True	60
chr2	51432324	51458037	chr2_149	25713	chr2	51432324	51458037	25713	True	True	True	True	60
chr2	51458037	51986979	chr2_150	528942	chr2	51458037	51986979	528942	True	True	True	True	60
chr2	51986979	51996687	chr2_151	9708	chr2	51986979	51996687	9708	True	True	True	True	60
chr2	51996687	52008645	chr2_152	11958	chr2	51996687	52008645	11958	True	True	True	True	60
chr2	52008645	52021389	chr2_153	12744	chr2	52008645	52021389	12744	True	True	True	True	60
chr2	52021389	52041697	chr2_154	20308	chr2	52021389	52041697	20308	True	True	True	True	60
chr2	52041697	52057356	chr2_155	15659	chr2	52041697	52057356	15659	True	True	True	True	60
chr2	52057356	52069919	chr2_156	12563	chr2	52057356	52069919	12563	True	True	True	True	60
chr2	52069919	52088466	chr2_157	18547	chr2	52069919	52088466	18547	True	True	True	True	60
chr2	52088466	52106714	chr2_158	18248	chr2	52088466	52106714	18248	True	True	True	True	60
chr2	52106714	52117338	chr2_159	10624	chr2	52106714	52117338	10624	True	True	True	True	60
chr2	52117338	52163107	chr2_160	45769	chr2	52117338	52163107	45769	True	True	True	True	60
chr2	52163107	52175124	chr2_161	12017	chr2	52163107	52175124	12017	True	True	True	True	60
chr2	52175124	52190039	chr2_162	14915	chr2	52175124	52190039	14915	True	True	True	True	60
chr2	52190039	52211652	chr2_163	21613	chr2	52190039	52211652	21613	True	True	True	True	60
chr2	52211652	52226361	chr2_164	14709	chr2	52211652	52226361	14709	True	True	True	True	60
chr2	52226361	52240004	chr2_165	13643	chr2	52226361	52240004	13643	True	True	True	True	60
chr2	52240004	52257064	chr2_166	17060	chr2	52240004	52257064	17060	True	True	True	True	60
chr2	52257064	52271830	chr2_167	14766	chr2	52257064	52271830	14766	True	True	True	True	60
chr2	52271830	52297089	chr2_168	25259	chr2	52271830	52297089	25259	True	True	True	True	60
chr2	52297089	52316136	chr2_169	19047	chr2	52297089	52316136	19047	True	True	True	True	60
chr2	52316136	52327590	chr2_170	11454	chr2	52316136	52327590	11454	True	True	True	True	60
chr2	52327590	52338381	chr2_171	10791	chr2	52327590	52338381	10791	True	True	True	True	60
chr2	52338381	52349279	chr2_172	10898	chr2	52338381	52349279	10898	True	True	True	True	60
chr2	52349279	52363609	chr2_173	14330	chr2	52349279	52363609	14330	True	True	True	True	60
chr2	52363609	52384282	chr2_174	20673	chr2	52363609	52384282	20673	True	True	True	True	60
chr2	52384282	52394594	chr2_175	10312	chr2	52384282	52394594	10312	True	True	True	True	60
chr2	52394594	52408416	chr2_176	13822	chr2	52394594	52408416	13822	True	True	True	True	60
chr2	52408416	52431485	chr2_177	23069	chr2	52408416	52431485	23069	True	True	True	True	60
chr2	52431485	52451605	chr2_178	20120	chr2	52431485	52451605	20120	True	True	True	True	60
chr2	52451605	52468970	chr2_179	17365	chr2	52451605	52468970	17365	True	True	True	True	60
chr2	52468970	52481550	chr2_180	12580	chr2	52468970	52481550	12580	True	True	True	True	60
chr2	52481550	52499103	chr2_181	17553	chr2	52481550	52499103	17553	True	True	True	True	60
chr2	52499103	52523104	chr2_182	24001	chr2	52499103	52523104	24001	True	True	True	True	60
chr2	52523104	53114228	chr2_183	591124	chr2	52523104	53114228	591124	True	True	True	True	60
chr2	53114228	53135305	chr2_184	21077	chr2	53114228	53135305	21077	True	True	True	True	60
chr2	53135305	53146483	chr2_185	11178	chr2	53135305	53146483	11178	True	True	True	True	60
chr2	53146483	53157841	chr2_186	11358	chr2	53146483	53157841	11358	True	True	True	True	60
chr2	53157841	53170079	chr2_187	12238	chr2	53157841	53170079	12238	True	True	True	True	60
chr2	53170079	53189521	chr2_188	19442	chr2	53170079	53189521	19442	True	True	True	True	60
chr2	53189521	53214559	chr2_189	25038	chr2	53189521	53214559	25038	True	True	True	True	60
chr2	53214559	53227578	chr2_190	13019	chr2	53214559	53227578	13019	True	True	True	True	60
chr2	53227578	53465675	chr2_191	238097	chr2	53227578	53465675	238097	True	True	True	True	60
chr2	53465675	53497746	chr2_192	32071	chr2	53465675	53497746	32071	True	True	True	True	60
chr2	53497746	53510021	chr2_193	12275	chr2	53497746	53510021	12275	True	True	True	True	60
chr2	53510021	53532047	chr2_194	22026	chr2	53510021	53532047	22026	True	True	True	True	60
chr2	53532047	53544056	chr2_195	12009	chr2	53532047	53544056	12009	True	True	True	True	60
chr2	53544056	53563052	chr2_196	18996	chr2	53544056	53563052	18996	True	True	True	True	60
chr2	53563052	53574155	chr2_197	11103	chr2	53563052	53574155	11103	True	True	True	True	60
chr2	53574155	53595617	chr2_198	21462	chr2	53574155	53595617	21462	True	True	True	True	60
chr2	53595617	53634780	chr2_199	39163	chr2	53595617	53634780	39163	True	True	True	True	60
chr2	53634780	53648759	chr2_200	13979	chr2	53634780	53648759	13979	True	True	True	True	60
chr2	53648759	53661012	chr2_201	12253	chr2	53648759	53661012	12253	True	True	True	True	60
chr2	53661012	53676031	chr2_202	15019	chr2	53661012	53676031	15019	True	True	True	True	60
chr2	53676031	53691823	chr2_203	15792	chr2	53676031	53691823	15792	True	True	True	True	60
chr2	53691823	53711273	chr2_204	19450	chr2	53691823	53711273	19450	True	True	True	True	60
chr2	53711273	53743958	chr2_205	32685	chr2	53711273	53743958	32685	True	True	True	True	60
chr2	53743958	59075744	chr2_206	5331786	chr2	53743958	59075744	5331786	True	True	True	True	60
chr2	59075744	59095933	chr2_207	20189	chr2	59075744	59095933	20189	True	True	True	True	60
chr2	59095933	59113774	chr2_208	17841	chr2	59095933	59113774	17841	True	True	True	True	60
chr2	59113774	59129280	chr2_209	15506	chr2	59113774	59129280	15506	True	True	True	True	60
chr2	59129280	59145467	chr2_210	16187	chr2	59129280	59145467	16187	True	True	True	True	60
chr2	59145467	59160215	chr2_211	14748	chr2	59145467	59160215	14748	True	True	True	True	60
chr2	59160215	59174815	chr2_212	14600	chr2	59160215	59174815	14600	True	True	True	True	60
chr2	59174815	59189431	chr2_213	14616	chr2	59174815	59189431	14616	True	True	True	True	60
chr2	59189431	59201523	chr2_214	12092	chr2	59189431	59201523	12092	True	True	True	True	60
chr2	59201523	59214763	chr2_215	13240	chr2	59201523	59214763	13240	True	True	True	True	60
chr2	59214763	59228088	chr2_216	13325	chr2	59214763	59228088	13325	True	True	True	True	60
chr2	59228088	59247003	chr2_217	18915	chr2	59228088	59247003	18915	True	True	True	True	60
chr2	59247003	59261129	chr2_218	14126	chr2	59247003	59261129	14126	True	True	True	True	60
chr2	59261129	59274301	chr2_219	13172	chr2	59261129	59274301	13172	True	True	True	True	60
chr2	59274301	59284924	chr2_220	10623	chr2	59274301	59284924	10623	True	True	True	True	60
chr2	59284924	59298770	chr2_221	13846	chr2	59284924	59298770	13846	True	True	True	True	60
chr2	59298770	59317466	chr2_222	18696	chr2	59298770	59317466	18696	True	True	True	True	60
chr2	59317466	59335530	chr2_223	18064	chr2	59317466	59335530	18064	True	True	True	True	60
chr2	59335530	59355517	chr2_224	19987	chr2	59335530	59355517	19987	True	True	True	True	60
chr2	59355517	59377972	chr2_225	22455	chr2	59355517	59377972	22455	True	True	True	True	60
chr2	59377972	59390719	chr2_226	12747	chr2	59377972	59390719	12747	True	True	True	True	60
chr2	59390719	59404839	chr2_227	14120	chr2	59390719	59404839	14120	True	True	True	True	60
chr2	59404839	59432147	chr2_228	27308	chr2	59404839	59432147	27308	True	True	True	True	60
chr2	59432147	59442580	chr2_229	10433	chr2	59432147	59442580	10433	True	True	True	True	60
chr2	59442580	59457538	chr2_230	14958	chr2	59442580	59457538	14958	True	True	True	True	60
chr2	59457538	59497036	chr2_231	39498	chr2	59457538	59497036	39498	True	True	True	True	60
chr2	59497036	59520208	chr2_232	23172	chr2	59497036	59520208	23172	True	True	True	True	60
chr2	59520208	59535283	chr2_233	15075	chr2	59520208	59535283	15075	True	True	True	True	60
chr2	59535283	59549552	chr2_234	14269	chr2	59535283	59549552	14269	True	True	True	True	60
chr2	59549552	59582739	chr2_235	33187	chr2	59549552	59582739	33187	True	True	True	True	60
chr2	59582739	59600030	chr2_236	17291	chr2	59582739	59600030	17291	True	True	True	True	60
chr2	59600030	59616442	chr2_237	16412	chr2	59600030	59616442	16412	True	True	True	True	60
chr2	59616442	59633615	chr2_238	17173	chr2	59616442	59633615	17173	True	True	True	True	60
chr2	59633615	59652340	chr2_239	18725	chr2	59633615	59652340	18725	True	True	True	True	60
chr2	59652340	59671632	chr2_240	19292	chr2	59652340	59671632	19292	True	True	True	True	60
chr2	59671632	59692836	chr2_241	21204	chr2	59671632	59692836	21204	True	True	True	True	60
chr2	59692836	59736215	chr2_242	43379	chr2	59692836	59736215	43379	True	True	True	True	60
chr2	59736215	59756345	chr2_243	20130	chr2	59736215	59756345	20130	True	True	True	True	60
chr2	59756345	59772429	chr2_244	16084	chr2	59756345	59772429	16084	True	True	True	True	60
chr2	59772429	59795195	chr2_245	22766	chr2	59772429	59795195	22766	True	True	True	True	60
chr2	59795195	59837249	chr2_246	42054	chr2	59795195	59837249	42054	True	True	True	True	60
chr2	59837249	59850334	chr2_247	13085	chr2	59837249	59850334	13085	True	True	True	True	60
chr2	59850334	64415497	chr2_248	4565163	chr2	59850334	64415497	4565163	True	True	True	True	60
chr2	64415497	64433472	chr2_249	17975	chr2	64415497	64433472	17975	True	True	True	True	60
chr2	64433472	64446712	chr2_250	13240	chr2	64433472	64446712	13240	True	True	True	True	60
chr2	64446712	64476462	chr2_251	29750	chr2	64446712	64476462	29750	True	True	True	True	60
chr2	64476462	64494957	chr2_252	18495	chr2	64476462	64494957	18495	True	True	True	True	60
chr2	64494957	64509634	chr2_253	14677	chr2	64494957	64509634	14677	True	True	True	True	60
chr2	64509634	64532776	chr2_254	23142	chr2	64509634	64532776	23142	True	True	True	True	60
chr2	64532776	64564274	chr2_255	31498	chr2	64532776	64564274	31498	True	True	True	True	60
chr2	64564274	64577136	chr2_256	12862	chr2	64564274	64577136	12862	True	True	True	True	60
chr2	64577136	64593461	chr2_257	16325	chr2	64577136	64593461	16325	True	True	True	True	60
chr2	64593461	64604240	chr2_258	10779	chr2	64593461	64604240	10779	True	True	True	True	60
chr2	64604240	64629509	chr2_259	25269	chr2	64604240	64629509	25269	True	True	True	True	60
chr2	64629509	64647740	chr2_260	18231	chr2	64629509	64647740	18231	True	True	True	True	60
chr2	64647740	64662774	chr2_261	15034	chr2	64647740	64662774	15034	True	True	True	True	60
chr2	64662774	64675021	chr2_262	12247	chr2	64662774	64675021	12247	True	True	True	True	60
chr2	64675021	64691077	chr2_263	16056	chr2	64675021	64691077	16056	True	True	True	True	60
chr2	64691077	64707069	chr2_264	15992	chr2	64691077	64707069	15992	True	True	True	True	60
chr2	64707069	64726834	chr2_265	19765	chr2	64707069	64726834	19765	True	True	True	True	60
chr2	64726834	64738389	chr2_266	11555	chr2	64726834	64738389	11555	True	True	True	True	60
chr2	64738389	64760390	chr2_267	22001	chr2	64738389	64760390	22001	True	True	True	True	60
chr2	64760390	64782066	chr2_268	21676	chr2	64760390	64782066	21676	True	True	True	True	60
chr2	64782066	64797983	chr2_269	15917	chr2	64782066	64797983	15917	True	True	True	True	60
chr2	64797983	64813219	chr2_270	15236	chr2	64797983	64813219	15236	True	True	True	True	60
chr2	64813219	64837722	chr2_271	24503	chr2	64813219	64837722	24503	True	True	True	True	60
chr2	64837722	64853323	chr2_272	15601	chr2	64837722	64853323	15601	True	True	True	True	60
chr2	64853323	64864567	chr2_273	11244	chr2	64853323	64864567	11244	True	True	True	True	60
chr2	64864567	64949891	chr2_274	85324	chr2	64864567	64949891	85324	True	True	True	True	60
chr2	64949891	64966233	chr2_275	16342	chr2	64949891	64966233	16342	True	True	True	True	60
chr2	64966233	64976437	chr2_276	10204	chr2	64966233	64976437	10204	True	True	True	True	60
chr2	64976437	64990525	chr2_277	14088	chr2	64976437	64990525	14088	True	True	True	True	60
chr2	64990525	65003209	chr2_278	12684	chr2	64990525	65003209	12684	True	True	True	True	60
chr2	65003209	65017028	chr2_279	13819	chr2	65003209	65017028	13819	True	True	True	True	60
chr2	65017028	65033385	chr2_280	16357	chr2	65017028	65033385	16357	True	True	True	True	60
chr2	65033385	65046964	chr2_281	13579	chr2	65033385	65046964	13579	True	True	True	True	60
chr2	65046964	65063982	chr2_282	17018	chr2	65046964	65063982	17018	True	True	True	True	60
chr2	65063982	65082867	chr2_283	18885	chr2	65063982	65082867	18885	True	True	True	True	60
chr2	65082867	65096575	chr2_284	13708	chr2	65082867	65096575	13708	True	True	True	True	60
chr2	65096575	65112518	chr2_285	15943	chr2	65096575	65112518	15943	True	True	True	True	60
chr2	65112518	65126829	chr2_286	14311	chr2	65112518	65126829	14311	True	True	True	True	60
chr2	65126829	65138456	chr2_287	11627	chr2	65126829	65138456	11627	True	True	True	True	60
